KOD,TYPE,FİYAT
4637043,,159.1
4676802,,172
4317753,,75.25
4067788,,88.14999999999999
4698866,,120
4316138,,172
4290232,,37.62
4694542,,190
4110075,,155.9
4254847,,166.7
4058473,,
4040649,,
4347454,,73.1
4399014,,134.4
4093743,,91.4
4703324,,60
4496065,,145.1
4703715,,138
4511137,,191.3
4651986,,370.88
4701290,,185
4276761,,77.72
4071532,,
4150018,CARNAL FLOWER,80.625
4310598,IRIS PUDRA,70.95
4235108,MUSK RAVAGERS,66.64999999999999
4342676,,73.1
4078163,,53.75
4376386,,64.5
4650094,,96.75
4650067,,66.64999999999999
4652363,,69.875
4640079,,161.25
4428556,,64.5
4272377,,77.39999999999999
4075026,,134.375
4393949,,118.25
4248139,,241.875
4036439,,166.625
4653956,,150.5
4386441,,225.75
4645491,,198.9
4302939,BECOUSE ITS YOU,83.85
4192248,BLACK ORCHID,191.35
4055760,BOTTLED NIGHT- BOSS,163.4
4609297,BURBERY HER ELIXIR,94.6
4051165,CHANCE EAU TENDRE,166.625
4235219,CHANEL 5,155.875
4139463,COCO MADAM,129
4337631,DELUXE- T.TERENZİ,155.875
4199891,LANUIT DEL HOMME,126.85
4235280,LAVIA EST BELLE,166.625
4382521,LIBRE- YSL,172
4421517,MARIJUANA- BYREDO,86
4190196,SAUVAGE,155.875
4101761,SI- ARMANI,152.65
4308542,SI PASSION- ARMANI,139.75
4386320,Y LIVE- YSL,129
4422922,PRIVE VERT- ARMANI,134.375
4616737,AMBER OUD GOLD EDITION - AL ARMAIN,139.75
4382625,CLUB DE NUIT INTENSE- ARMAF,413.875
4142458,,150.5
4322842,,112.875
4066233,212 VIP FOR MEN,152.65
4055982,212 VIP WOMN,177.375
4333007,ALLURE HOMME SPORT,148.35
4279381,AQUA POUR HOMME ATLANTIQVE,301
4029366,BALDESSARINI AMBRE,159.1
4137955,BLACK OPIUM,137.6
4284208,BLACK XS,139.75
4066377,BODY,166.625
4527918,BOIS IMPERIAL,182.75
4304274,CEDRAT BOIS- MANCERA,161.25
4095269,CHERRY IN THE AIR,166.625
4006532,CLIMAT,163.4
4512864,DOLCE PEONY,94.6
4324170,ELYSIUM POUR HOMME PARFUM COLOGNE,494.5
4438586,ESCENTRIC MOLEKUL 05,225.75
4632839,EXOTIC AMOR,69.33749999999999
4384812,HINDUKUSH- MANCERA,182.75
4070578,HYPNOSE,148.35
4339553,I DONT NEED PRINCE,188.125
4308125,INITIO PSYCHEDELIC LOVE,225.75
4150298,INSENSE COFEE,118.25
4515605,KRISTINA- TERENZI,263.375
4374928,LAKY WISH- ANNA SUI,96.75
4139798,LIAISONS DANGERUSES- KILLIAN,159.1
4046460,MANGO AIRCH,24.725
4059959,NECTARINE- JO MALONE,129
4027567,NINA 2006,155.875
4432765,OCEAN LEATHER- MEMO,102.125
4189679,OLYMPEA,112.875
4438611,PINEAPPLE,166.625
4101370,SHAIK 77,73.1
4341072,VERSACE MEN EAU FRAICHE,172
4522191,WEEKEND,86
4384242,,163.4
4322346,,102.125
4481432,,150.5
4094059,,174.15
4410754,,295.625
4102535,,112.875
4071469,,163.4
4619355,,295.625
4653666,,159.1
4142228,,38.7
4552909,,220.375
4644439,,91.375
4647215,,112.875
4648276,,172
4656261,,166.625
4068106,,137.6
4458991,,141.9
4279205,,31.175
4120675,,94.6
4120674,,126.85
4612202,,134.375
4660638,,139.75
4529404,,204.25
4433560,,59.125
4626510,,154.8
4622460,,188.125
4301629,,155.875
4357964,,188.125
4530761,,134.375
4282299,,109.65
4600971,,75.25
4046420,,160.5
